name,id,nametype,recclass,year,reclat,reclong,GeoLocation,mass
Olmedilla de Alarcón,18015,Valid,H5,1929.0,39.56667,-2.1,"(39.56667, -2.1)",40.0
Omolon,18019,Valid,"Pallasite, PMG",1981.0,64.02,161.80833,"(64.02, 161.80833)",250.0
Orlando,34489,Valid,Eucrite,2004.0,28.5475,-81.36222,"(28.5475, -81.36222)",0.18
Oterøy,18042,Valid,L6,1928.0,58.88333,9.4,"(58.88333, 9.4)",0.246
Ouadangou,56729,Valid,L5,2003.0,12.9,0.08,"(12.9, 0.08)",4.44
Oued el Hadjar,18050,Valid,LL6,1986.0,30.18,-6.57717,"(30.18, -6.57717)",1.2155
Oum Dreyga,31282,Valid,H3-5,2003.0,24.3,-13.1,"(24.3, -13.1)",17.0
Ourique,18052,Valid,H4,1998.0,37.60833,-8.28,"(37.60833, -8.28)",20.0
Padvarninkai,18069,Valid,Eucrite-mmict,1929.0,55.66667,25.0,"(55.66667, 25.0)",3.858
Paitan,18072,Valid,H6,1910.0,17.74333,120.45583,"(17.74333, 120.45583)",0.515
Palca de Aparzo,18074,Valid,L5,1988.0,-23.11667,-65.1,"(-23.11667, -65.1)",1.43
Palinshih,18077,Valid,Iron,1914.0,43.48333,118.61667,"(43.48333, 118.61667)",18.0
Palmyra,18079,Valid,L3,1926.0,39.8,-91.5,"(39.8, -91.5)",0.135
Palolo Valley,18082,Valid,H5,1949.0,21.3,-157.78333,"(21.3, -157.78333)",0.682
Pantar,18098,Valid,H5,1938.0,8.06667,124.28333,"(8.06667, 124.28333)",2.13
Paragould,18101,Valid,LL5,1930.0,36.06667,-90.5,"(36.06667, -90.5)",408.0
Parambu,18102,Valid,LL5,1967.0,-6.23333,-40.7,"(-6.23333, -40.7)",2.0
Paranaiba,18103,Valid,L6,1956.0,-19.13333,-51.66667,"(-19.13333, -51.66667)",100.0
Park Forest,18106,Valid,L5,2003.0,41.48472,-87.67917,"(41.48472, -87.67917)",18.0
Parsa,18109,Valid,EH3,1942.0,26.2,85.4,"(26.2, 85.4)",0.8
Pasamonte,18110,Valid,Eucrite-pmict,1933.0,36.21667,-103.4,"(36.21667, -103.4)",5.1
Patora,18112,Valid,H6,1969.0,20.93694,82.05,"(20.93694, 82.05)",4.375
Patrimonio,18116,Valid,L6,1950.0,-19.53333,-48.56667,"(-19.53333, -48.56667)",2.121
Patti,18118,Valid,Iron,1922.0,38.13333,14.96667,"(38.13333, 14.96667)",0.012
Patwar,18171,Valid,Mesosiderite-A1,1935.0,23.15,91.18333,"(23.15, 91.18333)",37.35
Pavel,18173,Valid,H5,1966.0,43.46667,25.51667,"(43.46667, 25.51667)",2.968
Pavlodar (stone),18175,Valid,H5,1938.0,52.3,77.03333,"(52.3, 77.03333)",0.1425
Peace River,18180,Valid,L6,1963.0,56.13333,-117.93333,"(56.13333, -117.93333)",45.76
Peckelsheim,18181,Valid,Diogenite-pm,1953.0,51.66667,9.25,"(51.66667, 9.25)",0.1178
Peekskill,18782,Valid,H6,1992.0,41.28333,-73.91667,"(41.28333, -73.91667)",12.57
Peña Blanca Spring,18786,Valid,Aubrite,1946.0,30.125,-103.11667,"(30.125, -103.11667)",70.0
Perpeti,18793,Valid,L6,1935.0,23.325,91.0,"(23.325, 91.0)",23.474
Pervomaisky,18798,Valid,L6,1933.0,56.63333,39.43333,"(56.63333, 39.43333)",66.0
Pesyanoe,18799,Valid,Aubrite,1933.0,55.5,66.08333,"(55.5, 66.08333)",3.393
Pétèlkolé,18800,Valid,H5,1995.0,14.052,0.42,"(14.052, 0.42)",0.189
Phillips County (stone),18808,Valid,L6,1901.0,40.0,-99.25,"(40.0, -99.25)",57.9
Phum Sambo,18811,Valid,H4,1933.0,12.0,105.48333,"(12.0, 105.48333)",7.8
Phuoc-Binh,18812,Valid,L5,1941.0,15.71667,108.1,"(15.71667, 108.1)",11.0
Piancaldoli,18813,Valid,LL3.4,1968.0,44.24417,11.50222,"(44.24417, 11.50222)",0.013099999999999999
Piplia Kalan,18831,Valid,Eucrite-mmict,1996.0,26.03472,73.94167,"(26.03472, 73.94167)",42.0
Pitts,18837,Valid,"Iron, IAB-ung",1921.0,31.95,-83.51667,"(31.95, -83.51667)",3.76
Plantersville,18846,Valid,H6,1930.0,30.7,-96.11667,"(30.7, -96.11667)",2.085
Pleşcoi,51706,Valid,L5-6,2008.0,45.275,26.70972,"(45.275, 26.70972)",6.913
Pollen,18860,Valid,CM2,1942.0,66.34833,14.015,"(66.34833, 14.015)",0.2536
Pontlyfni,18865,Valid,Winonaite,1931.0,53.03639,-4.31944,"(53.03639, -4.31944)",0.157
Portales Valley,18874,Valid,H6,1998.0,34.175,-103.295,"(34.175, -103.295)",71.4
Po-wang Chen,18879,Valid,LL,1933.0,31.41667,118.5,"(31.41667, 118.5)",0.665
Prambachkirchen,18883,Valid,L6,1932.0,48.3025,13.94083,"(48.3025, 13.94083)",2.125
Pribram,18887,Valid,H5,1959.0,49.66667,14.03333,"(49.66667, 14.03333)",5.555
Puerto Lápice,45984,Valid,Eucrite-br,2007.0,39.35,-3.51667,"(39.35, -3.51667)",0.5
Putinga,18905,Valid,L6,1937.0,-29.03333,-53.05,"(-29.03333, -53.05)",300.0
Qidong,18907,Valid,L/LL5,1982.0,32.08333,121.5,"(32.08333, 121.5)",1.275
Qingzhen,18908,Valid,EH3,1976.0,26.53333,106.46667,"(26.53333, 106.46667)",2.6
Queen's Mercy,22357,Valid,H6,1925.0,-30.11667,28.7,"(-30.11667, 28.7)",7.0
Quija,22361,Valid,H,1990.0,44.61667,126.13333,"(44.61667, 126.13333)",17.45
Raco,22368,Valid,H5,1957.0,-26.66667,-65.45,"(-26.66667, -65.45)",5.0
Raghunathpura,22371,Valid,"Iron, IIAB",1986.0,27.72528,76.465,"(27.72528, 76.465)",10.2
Rahimyar Khan,31302,Valid,L5,1983.0,28.225,70.2,"(28.225, 70.2)",67.225
Ramnagar,22384,Valid,L6,1940.0,26.45,82.9,"(26.45, 82.9)",3.766
Rampurhat,22385,Valid,LL,1916.0,24.16667,87.76667,"(24.16667, 87.76667)",0.1
Ramsdorf,22386,Valid,L6,1958.0,51.88333,6.93333,"(51.88333, 6.93333)",4.682
Ranchapur,22387,Valid,H4,1917.0,23.98333,87.08333,"(23.98333, 87.08333)",0.2904
Rangala,22392,Valid,L6,1937.0,25.38333,72.01667,"(25.38333, 72.01667)",3.2245
Raoyang,22394,Valid,L6,1919.0,38.2,115.7,"(38.2, 115.7)",4.91
Ras Tanura,22395,Valid,H6,1961.0,26.66667,50.15,"(26.66667, 50.15)",0.0060999999999999995
Red Canyon Lake,53502,Valid,H5,2007.0,38.13742,-119.75812,"(38.13742, -119.75812)",0.01841
Reliegos,22584,Valid,L5,1947.0,42.475,-5.33333,"(42.475, -5.33333)",17.3
Rembang,22585,Valid,"Iron, IVA",1919.0,-6.73333,111.36667,"(-6.73333, 111.36667)",10.0
Renca,22587,Valid,L5,1925.0,-32.75,-65.28333,"(-32.75, -65.28333)",0.3
Renqiu,22589,Valid,L6,1916.0,38.66667,116.13333,"(38.66667, 116.13333)",0.355
Repeev Khutor,22590,Valid,"Iron, IIF",1933.0,48.6,45.66667,"(48.6, 45.66667)",7.0
Revelstoke,22592,Valid,CI1,1965.0,51.33333,-118.95,"(51.33333, -118.95)",0.001
Rewari,22593,Valid,L6,1929.0,28.2,76.66667,"(28.2, 76.66667)",3.332
Rich Mountain,22597,Valid,L6,1903.0,35.03333,-83.03333,"(35.03333, -83.03333)",0.668
Uzcudun,24140,Valid,L,1948.0,-44.11667,-66.15,"(-44.11667, -66.15)",20.0
Richardton,22599,Valid,H5,1918.0,46.88333,-102.31667,"(46.88333, -102.31667)",90.0
Richland Springs,22602,Valid,OC,1980.0,31.25,-99.03333,"(31.25, -99.03333)",1.9
Rio Negro,22611,Valid,L4,1934.0,-26.1,-49.8,"(-26.1, -49.8)",1.31
Rose City,22766,Valid,H5,1921.0,44.51667,-83.95,"(44.51667, -83.95)",10.6
Ruhobobo,22780,Valid,L6,1976.0,-1.45,29.83333,"(-1.45, 29.83333)",0.4655
Rumuruti,22782,Valid,R3.8-6,1934.0,0.26667,36.53333,"(0.26667, 36.53333)",0.067
Rupota,22783,Valid,L4-6,1949.0,-10.26667,38.76667,"(-10.26667, 38.76667)",6.0
Ryechki,22791,Valid,L5,1914.0,51.13333,34.5,"(51.13333, 34.5)",13.0
Sabrum,22793,Valid,LL6,1999.0,23.08333,91.66667,"(23.08333, 91.66667)",0.478
Saint-Sauveur,23101,Valid,EH5,1914.0,43.73333,1.38333,"(43.73333, 1.38333)",14.0
Saint-Séverin,23102,Valid,LL6,1966.0,45.3,0.23333,"(45.3, 0.23333)",271.0
Sakauchi,23103,Valid,Iron,1913.0,35.66667,136.3,"(35.66667, 136.3)",4.18
Salem,23107,Valid,L6,1981.0,44.97917,-122.96944,"(44.97917, -122.96944)",0.061399999999999996
Salzwedel,23114,Valid,LL5,1985.0,52.75,11.05,"(52.75, 11.05)",0.043
Samelia,23115,Valid,"Iron, IIIAB",1921.0,25.66667,74.86667,"(25.66667, 74.86667)",2.462
San Juan Capistrano,23128,Valid,H6,1973.0,33.48472,-117.6625,"(33.48472, -117.6625)",0.056
San Michele,31315,Valid,L6,2002.0,43.66667,13.0,"(43.66667, 13.0)",0.237
San Pedro de Quiles,23130,Valid,L6,1956.0,-31.01667,-71.4,"(-31.01667, -71.4)",0.282
San Pedro Jacuaro,34063,Valid,LL6,1968.0,19.76667,-100.65,"(19.76667, -100.65)",0.46
Santa Cruz,23164,Valid,CM2,1939.0,24.16667,-99.33333,"(24.16667, -99.33333)",0.06
Santa Isabel,23165,Valid,L6,1924.0,-33.9,-61.7,"(-33.9, -61.7)",5.5
Santa Lucia (2008),50909,Valid,L6,2008.0,-31.535556,-68.489444,"(-31.535556, -68.489444)",4.0
São Jose do Rio Preto,23171,Valid,H4,1962.0,-20.81,-49.38056,"(-20.81, -49.38056)",0.927
Saratov,23176,Valid,L4,1918.0,52.55,46.55,"(52.55, 46.55)",200.0
Sayama,23192,Valid,CM2,1986.0,35.86667,139.4,"(35.86667, 139.4)",0.43
Sazovice,23455,Valid,L5,1934.0,49.23333,17.56667,"(49.23333, 17.56667)",0.412
Schenectady,23458,Valid,H5,1968.0,42.86083,-73.95028,"(42.86083, -73.95028)",0.2833
Sediköy,23473,Valid,L6,1917.0,38.3,27.13333,"(38.3, 27.13333)",0.24
Selakopi,23481,Valid,H5,1939.0,-7.23333,107.33333,"(-7.23333, 107.33333)",1.59
Seldebourak,23483,Valid,H5,1947.0,22.83333,4.98333,"(22.83333, 4.98333)",0.15
Semarkona,23487,Valid,LL3.00,1940.0,22.25,79.0,"(22.25, 79.0)",0.691
Senboku,23496,Valid,H6,1993.0,39.43833,140.51167,"(39.43833, 140.51167)",0.866
Seoni,23500,Valid,H6,1966.0,21.68389,79.50083,"(21.68389, 79.50083)",20.0
Serra de Magé,23502,Valid,Eucrite-cm,1923.0,-8.38333,-36.76667,"(-8.38333, -36.76667)",1.8
Sete Lagoas,23504,Valid,H4,1908.0,-19.46667,-44.21667,"(-19.46667, -44.21667)",0.35
Sfax,23512,Valid,L6,1989.0,34.75,10.71667,"(34.75, 10.71667)",7.0
Sharps,23525,Valid,H3.4,1921.0,37.83333,-76.7,"(37.83333, -76.7)",1.265
Shelburne,23529,Valid,L5,1904.0,44.05,-80.16667,"(44.05, -80.16667)",18.6
Sheyang,23531,Valid,L6,1976.0,33.65,120.06667,"(33.65, 120.06667)",0.605
Shikarpur,23534,Valid,L6,1921.0,25.85,87.5775,"(25.85, 87.5775)",3.6797
Shuangyang,23582,Valid,H5,1971.0,43.5,125.66667,"(43.5, 125.66667)",3.9
Shupiyan,23583,Valid,H6,1912.0,33.71667,74.83333,"(33.71667, 74.83333)",5.0
Sikhote-Alin,23593,Valid,"Iron, IIAB",1947.0,46.16,134.65333,"(46.16, 134.65333)",23000.0
Silao,23594,Valid,H5,1995.0,20.93333,-101.38333,"(20.93333, -101.38333)",1.71
Silistra,55584,Valid,Achondrite-ung,1917.0,44.11667,27.26667,"(44.11667, 27.26667)",0.00015
Simmern,23603,Valid,H5,1920.0,49.98333,7.53333,"(49.98333, 7.53333)",1.222
Sinai,23606,Valid,L6,1916.0,30.9,32.48333,"(30.9, 32.48333)",1.455
Sindhri,23611,Valid,H5,1901.0,26.21667,69.55,"(26.21667, 69.55)",8.4
Sinnai,23613,Valid,H6,1956.0,39.3,9.2,"(39.3, 9.2)",2.0
